row_index,date,category,amount_eur,note,is_daily,source_sheet
423,2026-02-04,Сигарети,6.64,,True,Лютий 2026
424,2026-02-05,Квартира,490.0,Оренда,False,Лютий 2026
425,2026-02-05,Подарунки,3.95,збір Леночка,False,Лютий 2026
426,2026-02-05,Продукти,7.57,,True,Лютий 2026
427,2026-02-05,Продукти,1.43,,True,Лютий 2026
428,2026-02-05,Сигарети,6.64,,True,Лютий 2026
429,2026-02-06,Іжа в закладі,2.5,,True,Лютий 2026
430,2026-02-06,Іжа на виніс,1.71,капуста,True,Лютий 2026
431,2026-02-06,Продукти,1.0,Вода в залі,True,Лютий 2026
432,2026-02-06,Продукти,2.48,,True,Лютий 2026
433,2026-02-06,Продукти,29.71,казеїн,True,Лютий 2026
434,2026-02-06,Речі для дому,6.37,,False,Лютий 2026
435,2026-02-06,Сигарети,6.64,,True,Лютий 2026
436,2026-02-06,Таксі,2.5,,True,Лютий 2026
437,2026-02-06,Таксі,4.3,,True,Лютий 2026
438,2026-02-07,Іжа в закладі,9.62,,True,Лютий 2026
439,2026-02-07,Подарунки,36.22,квиток Марині,False,Лютий 2026
440,2026-02-07,Продукти,5.05,,True,Лютий 2026
441,2026-02-07,Сигарети,6.64,,True,Лютий 2026
442,2026-02-07,Таксі,3.63,,True,Лютий 2026
443,2026-02-08,iherb,119.1,,True,Лютий 2026
444,2026-02-08,Продукти,12.88,,True,Лютий 2026
445,2026-02-08,Підписки,2.54,мій iCloud,False,Лютий 2026
446,2026-02-09,Іжа на виніс,2.55,салат вітаміна,True,Лютий 2026
447,2026-02-09,Медицина,5.11,,False,Лютий 2026
448,2026-02-09,Продукти,20.85,[обчислено з формули],True,Лютий 2026
449,2026-02-09,Продукти,16.74,[обчислено з формули],True,Лютий 2026
450,2026-02-09,Підписки,5.74,Мобільний Коля,False,Лютий 2026
451,2026-02-09,Речі для дому,10.22,"вакууматор, форма для хліба, землі для орхідей",False,Лютий 2026
452,2026-02-09,Речі для дому,1.78,"вакууматор, форма для хліба, землі для орхідей",False,Лютий 2026
453,2026-02-09,Речі для дому,2.8,"вакууматор, форма для хліба, землі для орхідей",False,Лютий 2026
454,2026-02-10,Масаж,50.0,,False,Лютий 2026
455,2026-02-10,Проїзд,0.51,,True,Лютий 2026
456,2026-02-10,Таксі,3.5,,True,Лютий 2026
457,2026-02-10,Таксі,5.15,,True,Лютий 2026
458,2026-02-11,Квартира,11.79,Інтернет,False,Лютий 2026
459,2026-02-11,Продукти,6.99,[обчислено з формули],True,Лютий 2026
460,2026-02-11,Продукти,7.66,,True,Лютий 2026
461,2026-02-11,Сигарети,6.64,,True,Лютий 2026
462,2026-02-11,Солодке,3.88,,True,Лютий 2026
463,2026-02-12,Перукар,75.0,,False,Лютий 2026
464,2026-02-12,Продукти,6.12,,True,Лютий 2026
465,2026-02-12,Сигарети,3.32,,True,Лютий 2026
466,2026-02-13,Іжа на виніс,9.2,Дьонер,True,Лютий 2026
467,2026-02-13,Продукти,18.21,,True,Лютий 2026
468,2026-02-13,Сигарети,6.64,,True,Лютий 2026
469,2026-02-14,Іжа на виніс,33.63,Заказ Їжі,True,Лютий 2026
470,2026-02-14,Іжа на виніс,24.28,Суші,True,Лютий 2026
471,2026-02-14,Продукти,3.01,Лідл,True,Лютий 2026
472,2026-02-14,Підписки,1.57,Гугл диск,False,Лютий 2026
473,2026-02-14,Сигарети,6.64,,True,Лютий 2026
474,2026-02-14,Снеки,6.64,,True,Лютий 2026
475,2026-02-14,Солодке,8.68,Тортики,True,Лютий 2026
476,2026-02-15,Іжа на виніс,27.07,,True,Лютий 2026
477,2026-02-15,Одяг,71.0,теплі кроси Колі,True,Лютий 2026
478,2026-02-15,Продукти,2.55,,True,Лютий 2026
479,2026-02-15,Підписки,5.93,гра питання ребром,False,Лютий 2026
480,2026-02-15,Сигарети,6.64,,True,Лютий 2026
481,2026-02-15,Таксі,3.62,,True,Лютий 2026
482,2026-02-15,Техніка,319.9,Телевізор,False,Лютий 2026
483,2026-02-15,Хімія,1.53,,True,Лютий 2026
484,2026-02-16,Продукти,17.41,,True,Лютий 2026
485,2026-02-16,Підписки,5.03,Мобільний БГ,False,Лютий 2026
486,2026-02-16,Сигарети,6.64,,True,Лютий 2026
487,2026-02-17,Продукти,1.02,,True,Лютий 2026
488,2026-02-17,Продукти,2.55,,True,Лютий 2026
489,2026-02-17,Продукти,1.94,,True,Лютий 2026
490,2026-02-17,Сигарети,6.64,,True,Лютий 2026
491,2026-02-18,Продукти,3.02,яйця,True,Лютий 2026
492,2026-02-18,Сигарети,6.64,,True,Лютий 2026
493,2026-02-19,Іжа на виніс,10.19,,True,Лютий 2026
494,2026-02-19,Іжа на виніс,5.98,,True,Лютий 2026
495,2026-02-19,Іжа на виніс,2.7,,True,Лютий 2026
496,2026-02-19,Продукти,9.82,[обчислено з формули],True,Лютий 2026
497,2026-02-19,Продукти,38.76,[обчислено з формули],True,Лютий 2026
498,2026-02-19,Сигарети,6.64,,True,Лютий 2026
499,2026-02-19,Солодке,2.04,,True,Лютий 2026
500,2026-02-20,Алкоголь,1.78,,True,Лютий 2026
501,2026-02-20,Продукти,3.06,,True,Лютий 2026
502,2026-02-20,Підписки,2.99,Коля icloud,False,Лютий 2026
503,2026-02-20,Сигарети,6.64,,True,Лютий 2026
504,2026-02-20,Снеки,1.27,,True,Лютий 2026
505,2026-02-20,Снеки,4.08,,True,Лютий 2026
506,2026-02-20,Снеки,2.5,,True,Лютий 2026
507,2026-02-20,Снеки,2.49,,True,Лютий 2026
508,2026-02-20,Солодке,2.04,,True,Лютий 2026
509,2026-02-21,Іжа в закладі,15.11,,True,Лютий 2026
510,2026-02-21,Проїзд,2.04,,True,Лютий 2026
511,2026-02-21,Речі для дому,15.83,,False,Лютий 2026
512,2026-02-21,Сигарети,6.64,,True,Лютий 2026
513,2026-02-21,Хімія,1.02,,True,Лютий 2026
514,2026-02-22,Іжа в закладі,12.18,,True,Лютий 2026
515,2026-02-22,Медицина,12.73,,False,Лютий 2026
516,2026-02-22,Медицина,16.82,,False,Лютий 2026
517,2026-02-22,Продукти,17.64,,True,Лютий 2026
518,2026-02-22,Продукти,3.06,,True,Лютий 2026
519,2026-02-22,Продукти,13.06,,True,Лютий 2026
520,2026-02-22,Проїзд,1.02,,True,Лютий 2026
521,2026-02-22,Сигарети,6.64,,True,Лютий 2026
522,2026-02-22,Техніка,30.67,Кабель + наушники,False,Лютий 2026
523,2026-02-22,Хімія,5.95,,True,Лютий 2026
524,2026-02-23,Одяг,21.42,ліфони,True,Лютий 2026
525,2026-02-23,Продукти,7.44,,True,Лютий 2026
526,2026-02-23,Продукти,3.01,,True,Лютий 2026
527,2026-02-23,Підписки,20.5,Coursera,False,Лютий 2026
528,2026-02-23,Речі для дому,118.34,,False,Лютий 2026
529,2026-02-23,Речі для дому,12.79,,False,Лютий 2026
530,2026-02-23,Речі для дому,7.35,,False,Лютий 2026
531,2026-02-23,Речі для дому,29.46,все для вазонів,False,Лютий 2026
532,2026-02-23,Сигарети,6.64,,True,Лютий 2026
533,2026-02-24,Іжа в закладі,15.0,,True,Лютий 2026
534,2026-02-24,Масаж,50.0,,False,Лютий 2026
535,2026-02-24,Підписки,4.54,Такса за банківську карту,False,Лютий 2026
536,2026-02-24,Сигарети,6.64,,True,Лютий 2026
537,2026-02-24,Таксі,4.79,,True,Лютий 2026
538,2026-02-24,Таксі,4.11,,True,Лютий 2026
539,2026-02-25,Подарунки,0.65,Друк білета,False,Лютий 2026
540,2026-02-25,Продукти,7.41,,True,Лютий 2026
541,2026-02-25,Продукти,0.64,,True,Лютий 2026
542,2026-02-25,Сигарети,6.64,,True,Лютий 2026
543,2026-02-26,Мама+котянчики,1.63,,False,Лютий 2026
544,2026-02-26,Продукти,45.08,,True,Лютий 2026
545,2026-02-26,Сигарети,6.64,,True,Лютий 2026
546,2026-02-26,Хімія,17.84,,True,Лютий 2026
547,2026-02-27,iherb,111.52,,True,Лютий 2026
548,2026-02-27,Продукти,12.55,,True,Лютий 2026
549,2026-02-27,Продукти,1.59,,True,Лютий 2026
550,2026-02-27,Продукти,62.99,,True,Лютий 2026
551,2026-02-27,Речі для дому,2.55,Шейкер,False,Лютий 2026
552,2026-02-27,Сигарети,6.64,,True,Лютий 2026
553,2026-02-28,Подарунки,20.0,Квіти Марині,False,Лютий 2026
554,2026-02-28,Подарунки,0.51,,False,Лютий 2026
555,2026-02-28,Продукти,3.06,,True,Лютий 2026
556,2026-02-28,Продукти,8.28,,True,Лютий 2026
557,2026-02-28,Продукти,-0.51,,True,Лютий 2026
558,2026-02-28,Сигарети,6.64,,True,Лютий 2026
559,2026-03-01,Іжа в закладі,2.2,Чай,True,Березень 2026
560,2026-03-01,Подарунки,0.51,,False,Березень 2026
561,2026-03-01,Продукти,2.09,,True,Березень 2026
562,2026-03-01,Продукти,17.49,,True,Березень 2026
563,2026-03-01,Речі для дому,15.0,,False,Березень 2026
564,2026-03-01,Сигарети,7.0,,True,Березень 2026
565,2026-03-01,Таксі,2.58,,True,Березень 2026
566,2026-03-01,Таксі,3.43,,True,Березень 2026
567,2026-03-02,Продукти,3.01,,True,Березень 2026
568,2026-03-02,Продукти,3.57,,True,Березень 2026
569,2026-03-02,Продукти,1.78,,True,Березень 2026
570,2026-03-02,Продукти,1.78,,True,Березень 2026
571,2026-03-02,Сигарети,7.0,,True,Березень 2026
572,2026-03-02,Хоббі,1.53,квіти,True,Березень 2026
573,2026-03-02,Хоббі,1.04,квіти,True,Березень 2026
574,2026-03-02,Хоббі,2.04,квіти,True,Березень 2026
575,2026-03-02,Хоббі,5.62,квіти,True,Березень 2026
576,2026-03-02,Хоббі,2.29,квіти,True,Березень 2026
577,2026-03-02,Хоббі,2.55,квіти,True,Березень 2026
578,2026-03-02,Хоббі,3.57,квіти,True,Березень 2026
579,2026-03-02,Хоббі,2.55,квіти,True,Березень 2026
580,2026-03-02,Хімія,5.11,,True,Березень 2026
581,2026-03-03,Мама+котянчики,159.29,,False,Березень 2026
582,2026-03-03,Масаж,50.0,,False,Березень 2026
583,2026-03-03,Продукти,11.77,,True,Березень 2026
584,2026-03-03,Проїзд,1.02,,True,Березень 2026
585,2026-03-03,Підписки,5.91,мій телефон,False,Березень 2026
586,2026-03-03,Сигарети,7.0,,True,Березень 2026
587,2026-03-03,Хоббі,11.0,,True,Березень 2026
588,2026-03-03,Хоббі,1.5,,True,Березень 2026
589,2026-03-04,Продукти,8.69,,True,Березень 2026
590,2026-03-04,Продукти,0.4,,True,Березень 2026
591,2026-03-04,Сигарети,7.0,,True,Березень 2026
592,2026-03-05,Іжа в закладі,13.59,,True,Березень 2026
593,2026-03-05,Квартира,93.82,Світло,False,Березень 2026
594,2026-03-05,Квартира,21.85,Вода,False,Березень 2026
595,2026-03-05,Квартира,14.1,Жіночка,False,Березень 2026
596,2026-03-05,Квартира,485.0,Оренда,False,Березень 2026
597,2026-03-05,Продукти,11.2,,True,Березень 2026
598,2026-03-05,Сигарети,7.0,,True,Березень 2026
599,2026-03-06,Медицина,8.5,,False,Березень 2026
600,2026-03-06,Перукар,32.0,,False,Березень 2026
601,2026-03-06,Подарунки,24.66,Квіти мамам на 8 березня,False,Березень 2026
602,2026-03-06,Продукти,2.38,,True,Березень 2026
603,2026-03-06,Продукти,3.75,,True,Березень 2026
604,2026-03-06,Продукти,4.69,,True,Березень 2026
605,2026-03-06,Сигарети,7.0,,True,Березень 2026
606,2026-03-06,Солодке,4.54,,True,Березень 2026
607,2026-03-07,Іжа в закладі,6.0,,True,Березень 2026
608,2026-03-07,Продукти,3.99,,True,Березень 2026
609,2026-03-07,Продукти,2.91,,True,Березень 2026
610,2026-03-07,Продукти,22.48,,True,Березень 2026
611,2026-03-07,Проїзд,1.02,,True,Березень 2026
612,2026-03-07,Сигарети,6.64,,True,Березень 2026
613,2026-03-08,Іжа в закладі,27.0,,True,Березень 2026
614,2026-03-08,Продукти,3.06,,True,Березень 2026
615,2026-03-08,Сигарети,6.64,,True,Березень 2026
616,2026-03-08,Таксі,2.48,,True,Березень 2026
617,2026-03-09,Одяг,11.71,,True,Березень 2026
618,2026-03-09,Продукти,18.63,[обчислено з формули],True,Березень 2026
619,2026-03-09,Підписки,5.76,Телефон Колі,False,Березень 2026
620,2026-03-09,Сигарети,6.64,,True,Березень 2026
621,2026-03-10,Масаж,50.0,,False,Березень 2026
622,2026-03-10,Продукти,19.66,,True,Березень 2026
623,2026-03-10,Проїзд,0.51,,True,Березень 2026
624,2026-03-10,Сигарети,6.64,,True,Березень 2026
625,2026-03-10,Таксі,4.5,,True,Березень 2026
626,2026-03-10,Таксі,2.73,,True,Березень 2026
627,2026-03-11,Медицина,40.0,медична довідка на роботу,False,Березень 2026
628,2026-03-11,Продукти,2.72,,True,Березень 2026
629,2026-03-11,Проїзд,1.02,,True,Березень 2026
630,2026-03-11,Сигарети,6.64,,True,Березень 2026
631,2026-03-11,Таксі,8.82,,True,Березень 2026
632,2026-03-12,Продукти,4.42,,True,Березень 2026
633,2026-03-12,Продукти,4.08,,True,Березень 2026
634,2026-03-12,Сигарети,7.0,,True,Березень 2026
635,2026-03-12,Солодке,1.97,,True,Березень 2026
636,2026-03-13,Іжа на виніс,15.66,[обчислено з формули],True,Березень 2026
637,2026-03-13,Сигарети,7.0,,True,Березень 2026
638,2026-03-13,Солодке,1.99,,True,Березень 2026
639,2026-03-13,Солодке,1.99,,True,Березень 2026
640,2026-03-14,Одяг,11.71,,True,Березень 2026
641,2026-03-14,Продукти,3.01,,True,Березень 2026
642,2026-03-14,Продукти,2.04,,True,Березень 2026
643,2026-03-14,Продукти,3.06,,True,Березень 2026
644,2026-03-14,Продукти,1.43,,True,Березень 2026
645,2026-03-14,Продукти,3.06,,True,Березень 2026
646,2026-03-14,Продукти,4.7,,True,Березень 2026
647,2026-03-14,Продукти,9.1,,True,Березень 2026
648,2026-03-14,Сигарети,7.0,,True,Березень 2026
649,2026-03-14,Солодке,0.98,,True,Березень 2026
650,2026-03-14,Солодке,2.04,,True,Березень 2026
651,2026-03-14,Солодке,2.29,,True,Березень 2026
652,2026-03-14,Солодке,3.29,,True,Березень 2026
653,2026-03-14,Солодке,2.06,,True,Березень 2026
654,2026-03-14,Солодке,2.06,,True,Березень 2026
655,2026-03-15,Іжа в закладі,26.84,,True,Березень 2026
656,2026-03-15,Іжа в закладі,6.13,,True,Березень 2026
657,2026-03-15,Проїзд,1.02,,True,Березень 2026
658,2026-03-15,Підписки,1.58,Гугл диск,False,Березень 2026
659,2026-03-15,Сигарети,7.0,,True,Березень 2026
660,2026-03-15,Солодке,0.98,,True,Березень 2026
661,2026-03-16,Іжа на виніс,3.9,,True,Березень 2026
662,2026-03-16,Продукти,3.01,,True,Березень 2026
663,2026-03-16,Продукти,2.03,,True,Березень 2026
664,2026-03-16,Продукти,13.61,,True,Березень 2026
665,2026-03-16,Солодке,0.49,,True,Березень 2026
666,2026-03-16,Солодке,1.99,,True,Березень 2026
667,2026-03-16,Солодке,3.29,,True,Березень 2026
668,2026-03-17,Квартира,11.79,Інтернет,False,Березень 2026
669,2026-03-17,Продукти,7.44,,True,Березень 2026
670,2026-03-17,Продукти,55.17,Казеїн,True,Березень 2026
671,2026-03-18,Продукти,14.97,,True,Березень 2026
672,2026-03-18,Продукти,-3.29,,True,Березень 2026
673,2026-03-18,Продукти,11.71,,True,Березень 2026
674,2026-03-18,Сигарети,7.0,,True,Березень 2026
675,2026-03-18,Солодке,3.29,,True,Березень 2026
676,2026-03-18,Солодке,1.99,,True,Березень 2026
677,2026-03-19,Продукти,4.39,,True,Березень 2026
678,2026-03-19,Продукти,11.16,,True,Березень 2026
679,2026-03-19,Сигарети,7.0,,True,Березень 2026
680,2026-03-19,Снеки,6.51,,True,Березень 2026
681,2026-03-20,Масаж,52.0,,False,Березень 2026
682,2026-03-20,Подарунки,10.0,Телефон відправили,False,Березень 2026
683,2026-03-20,Продукти,17.41,,True,Березень 2026
684,2026-03-20,Продукти,1.83,,True,Березень 2026
685,2026-03-20,Проїзд,1.02,,True,Березень 2026
686,2026-03-20,Проїзд,0.51,,True,Березень 2026
687,2026-03-20,Сигарети,7.0,,True,Березень 2026
688,2026-03-21,Алкоголь,6.12,,True,Березень 2026
689,2026-03-21,Продукти,3.06,,True,Березень 2026
690,2026-03-21,Продукти,3.16,,True,Березень 2026
691,2026-03-21,Продукти,2.55,,True,Березень 2026
692,2026-03-21,Продукти,12.83,,True,Березень 2026
693,2026-03-21,Продукти,10.94,,True,Березень 2026
694,2026-03-21,Речі для дому,2.87,,False,Березень 2026
695,2026-03-21,Речі для дому,12.78,,False,Березень 2026
696,2026-03-21,Сигарети,7.0,,True,Березень 2026
697,2026-03-22,Продукти,6.07,,True,Березень 2026
698,2026-03-22,Продукти,34.97,,True,Березень 2026
699,2026-03-22,Сигарети,7.0,,True,Березень 2026
700,2026-03-23,Одяг,2.55,,True,Березень 2026
701,2026-03-23,Продукти,15.85,,True,Березень 2026
702,2026-03-23,Продукти,3.02,,True,Березень 2026
703,2026-03-23,Підписки,5.03,Болгарський телефон,False,Березень 2026
704,2026-03-23,Речі для дому,3.06,Олівці,False,Березень 2026
705,2026-03-23,Речі для дому,6.1,Роздрукіа договору,False,Березень 2026
706,2026-03-23,Сигарети,7.0,,True,Березень 2026
707,2026-03-23,Солодке,1.99,,True,Березень 2026
708,2026-03-24,Сигарети,7.0,,True,Березень 2026
709,2026-03-25,iherb,89.35,,True,Березень 2026
710,2026-03-25,Масаж,60.0,,False,Березень 2026
711,2026-03-25,Продукти,19.22,,True,Березень 2026
712,2026-03-25,Продукти,3.06,,True,Березень 2026
713,2026-03-25,Проїзд,1.02,,True,Березень 2026
714,2026-03-25,Сигарети,7.0,,True,Березень 2026
715,2026-03-25,Сигарети,7.0,,True,Березень 2026
716,2026-03-26,Іжа в закладі,18.36,Рамен,True,Березень 2026
717,2026-03-26,Проїзд,1.02,,True,Березень 2026
718,2026-03-26,Сигарети,7.0,,True,Березень 2026
719,2026-03-26,івенти (квитки),41.3,Білети на концерт,False,Березень 2026
720,2026-03-27,Продукти,14.14,,True,Березень 2026
721,2026-03-27,Продукти,2.95,,True,Березень 2026
722,2026-03-27,Підписки,4.54,Такса банк,False,Березень 2026
723,2026-03-27,Підписки,2.99,iCloud,False,Березень 2026
724,2026-03-27,Підписки,2.54,iCloud,False,Березень 2026
725,2026-03-27,Підписки,16.49,Youtube,False,Березень 2026
726,2026-03-27,Сигарети,7.0,,True,Березень 2026
727,2026-03-27,Снеки,10.18,,True,Березень 2026
728,2026-03-28,Продукти,26.3,,True,Березень 2026
729,2026-03-28,Сигарети,7.0,,True,Березень 2026
730,2026-03-28,Солодке,3.49,,True,Березень 2026
731,2026-03-29,Іжа в закладі,7.9,,True,Березень 2026
732,2026-03-29,Іжа в закладі,5.7,,True,Березень 2026
733,2026-03-29,Іжа в закладі,8.0,,True,Березень 2026
734,2026-03-29,Іжа в закладі,0.4,,True,Березень 2026
735,2026-03-29,Проїзд,0.51,,True,Березень 2026
736,2026-03-29,Сигарети,7.0,,True,Березень 2026
737,2026-03-29,Таксі,3.29,,True,Березень 2026
738,2026-03-30,Іжа на виніс,10.0,Дьонер,True,Березень 2026
739,2026-03-30,Подарунки,39.68,Злата,False,Березень 2026
740,2026-03-30,Продукти,8.55,,True,Березень 2026
741,2026-03-30,Продукти,2.04,,True,Березень 2026
742,2026-03-30,Продукти,7.63,,True,Березень 2026
743,2026-03-30,Проїзд,0.51,,True,Березень 2026
744,2026-03-31,Іжа на виніс,6.5,Дьонер,True,Березень 2026
745,2026-03-31,Масаж,52.0,,False,Березень 2026
746,2026-03-31,Продукти,9.54,,True,Березень 2026
747,2026-03-31,Проїзд,1.02,,True,Березень 2026
748,2026-03-31,Підписки,5.95,Телефон Оля,False,Березень 2026
749,2026-03-31,Сигарети,7.0,,True,Березень 2026
750,2026-04-01,Іжа на виніс,6.13,Суші кауфленд,True,Квітень 2026
751,2026-04-01,Квартира,18.99,Жіночка,False,Квітень 2026
752,2026-04-01,Мама+котянчики,158.73,,False,Квітень 2026
753,2026-04-01,Подарунки,39.68,Мамі ДН,False,Квітень 2026
754,2026-04-01,Продукти,27.07,,True,Квітень 2026
755,2026-04-01,Підписки,16.49,Ютуб,False,Квітень 2026
756,2026-04-01,Речі для дому,16.35,Фільтри для води,False,Квітень 2026
757,2026-04-01,Сигарети,7.0,,True,Квітень 2026
758,2026-04-01,Солодке,1.69,,True,Квітень 2026
759,2026-04-01,Хімія,9.34,,True,Квітень 2026
760,2026-04-02,Квартира,75.46,Світло,False,Квітень 2026
761,2026-04-02,Квартира,21.84,Вода,False,Квітень 2026
762,2026-04-02,Продукти,4.44,,True,Квітень 2026
763,2026-04-02,Продукти,10.62,,True,Квітень 2026
764,2026-04-02,Продукти,3.1,,True,Квітень 2026
765,2026-04-02,Сигарети,7.0,,True,Квітень 2026
766,2026-04-02,Солодке,5.78,,True,Квітень 2026
767,2026-04-03,Іжа на виніс,8.18,,True,Квітень 2026
768,2026-04-03,Подарунки,7.49,Мамі чохли,False,Квітень 2026
769,2026-04-03,Продукти,3.22,,True,Квітень 2026
770,2026-04-03,Продукти,7.29,,True,Квітень 2026
771,2026-04-03,Продукти,11.33,,True,Квітень 2026
772,2026-04-03,Продукти,3.06,,True,Квітень 2026
773,2026-04-03,Речі для дому,10.09,Тему,False,Квітень 2026
774,2026-04-03,Сигарети,7.0,,True,Квітень 2026
775,2026-04-04,Іжа в закладі,4.3,,True,Квітень 2026
776,2026-04-04,Іжа в закладі,8.0,,True,Квітень 2026
777,2026-04-04,Перукар,32.0,,False,Квітень 2026
778,2026-04-04,Продукти,6.61,,True,Квітень 2026
779,2026-04-04,Продукти,14.18,,True,Квітень 2026
780,2026-04-04,Проїзд,0.51,,True,Квітень 2026
781,2026-04-04,Сигарети,7.0,,True,Квітень 2026
782,2026-04-04,Спорт,5.5,,False,Квітень 2026
783,2026-04-05,Іжа в закладі,39.2,,True,Квітень 2026
784,2026-04-05,Продукти,7.91,,True,Квітень 2026
785,2026-04-05,Продукти,1.84,,True,Квітень 2026
786,2026-04-05,Проїзд,1.02,,True,Квітень 2026
787,2026-04-05,Підписки,2.6,iCloud Оля,False,Квітень 2026
788,2026-04-05,Підписки,5.65,Телефон Коля,False,Квітень 2026
789,2026-04-05,Сигарети,7.0,,True,Квітень 2026
790,2026-04-06,Іжа в закладі,8.8,,True,Квітень 2026
791,2026-04-06,Іжа в закладі,1.02,,True,Квітень 2026
792,2026-04-06,Медицина,11.16,Nurofen,False,Квітень 2026
793,2026-04-06,Продукти,2.89,,True,Квітень 2026
794,2026-04-06,Продукти,1.84,,True,Квітень 2026
795,2026-04-06,Продукти,11.56,,True,Квітень 2026
796,2026-04-06,Речі для дому,3.0,Попільничка + форми для запікання,False,Квітень 2026
797,2026-04-06,Речі для дому,2.89,Попільничка + форми для запікання,False,Квітень 2026
798,2026-04-06,Сигарети,7.0,,True,Квітень 2026
799,2026-04-06,Солодке,3.5,,True,Квітень 2026
800,2026-04-06,Таксі,3.72,,True,Квітень 2026
801,2026-04-07,Алкоголь,5.34,,True,Квітень 2026
802,2026-04-07,Продукти,1.04,,True,Квітень 2026
803,2026-04-07,Продукти,3.57,,True,Квітень 2026
804,2026-04-07,Речі для дому,2.55,Качалка,False,Квітень 2026
805,2026-04-07,Сигарети,7.0,,True,Квітень 2026
806,2026-04-07,Снеки,7.91,,True,Квітень 2026
807,2026-04-07,Хоббі,7.92,Фарби для писанок,True,Квітень 2026
808,2026-04-08,iherb,115.14,,True,Квітень 2026
809,2026-04-08,Алкоголь,1.78,,True,Квітень 2026
810,2026-04-08,Квартира,485.0,Оренда,False,Квітень 2026
811,2026-04-08,Квартира,11.79,Інтернет,False,Квітень 2026
812,2026-04-08,Продукти,13.25,,True,Квітень 2026
813,2026-04-08,Продукти,1.27,,True,Квітень 2026
814,2026-04-08,Сигарети,7.0,,True,Квітень 2026
815,2026-04-08,Снеки,2.04,,True,Квітень 2026
816,2026-04-08,Солодке,3.32,,True,Квітень 2026
817,2026-04-09,Іжа на виніс,11.4,Бургери,True,Квітень 2026
818,2026-04-09,Мама+котянчики,10.15,,False,Квітень 2026
819,2026-04-09,Сигарети,7.0,,True,Квітень 2026
820,2026-04-10,Іжа на виніс,10.0,,True,Квітень 2026
821,2026-04-10,Продукти,11.0,,True,Квітень 2026
822,2026-04-10,Речі для дому,3.57,Лампочки,False,Квітень 2026
823,2026-04-10,Сигарети,7.0,,True,Квітень 2026
824,2026-04-10,Таксі,2.86,,True,Квітень 2026
825,2026-04-11,Алкоголь,7.66,,True,Квітень 2026
826,2026-04-11,Алкоголь,3.81,,True,Квітень 2026
827,2026-04-11,Продукти,6.62,,True,Квітень 2026
828,2026-04-11,Продукти,1.27,,True,Квітень 2026
829,2026-04-11,Продукти,4.24,,True,Квітень 2026
830,2026-04-11,Продукти,3.22,,True,Квітень 2026
831,2026-04-11,Продукти,23.19,,True,Квітень 2026
832,2026-04-11,Продукти,12.17,,True,Квітень 2026
833,2026-04-11,Продукти,6.5,,True,Квітень 2026
834,2026-04-11,Продукти,1.11,,True,Квітень 2026
835,2026-04-11,Продукти,2.6,,True,Квітень 2026
836,2026-04-11,Продукти,3.06,,True,Квітень 2026
837,2026-04-11,Речі для дому,4.0,Форми для пасочок,False,Квітень 2026
838,2026-04-11,Речі для дому,4.08,Форми для пасочок,False,Квітень 2026
839,2026-04-11,Речі для дому,3.88,Форми для пасочок,False,Квітень 2026
840,2026-04-11,Сигарети,7.0,,True,Квітень 2026
841,2026-04-11,Снеки,4.72,,True,Квітень 2026
842,2026-04-11,Солодке,2.45,,True,Квітень 2026
843,2026-04-11,Солодке,4.49,,True,Квітень 2026
844,2026-04-11,Хімія,3.06,,True,Квітень 2026
845,2026-04-12,Алкоголь,3.06,,True,Квітень 2026
846,2026-04-12,Таксі,5.0,Таксі Наталя,True,Квітень 2026
847,2026-04-13,Іжа в закладі,15.0,,True,Квітень 2026
848,2026-04-13,Проїзд,1.02,,True,Квітень 2026
849,2026-04-13,Сигарети,7.0,,True,Квітень 2026
850,2026-04-14,Масаж,52.0,,False,Квітень 2026
851,2026-04-14,Продукти,23.86,,True,Квітень 2026
852,2026-04-14,Продукти,12.77,,True,Квітень 2026
853,2026-04-14,Проїзд,0.51,,True,Квітень 2026
854,2026-04-14,Сигарети,7.0,,True,Квітень 2026
855,2026-04-15,Продукти,11.49,,True,Квітень 2026
856,2026-04-15,Підписки,1.56,Google диск,False,Квітень 2026
857,2026-04-15,Сигарети,7.0,,True,Квітень 2026
858,2026-04-15,Спорт,5.5,,False,Квітень 2026
859,2026-04-16,Продукти,7.0,,True,Квітень 2026
860,2026-04-16,Продукти,8.77,,True,Квітень 2026
861,2026-04-16,Продукти,22.45,,True,Квітень 2026
862,2026-04-16,Сигарети,7.0,,True,Квітень 2026
863,2026-04-16,Хімія,39.99,,True,Квітень 2026
864,2026-04-17,Сигарети,7.0,,True,Квітень 2026
865,2026-04-18,Іжа на виніс,6.1,,True,Квітень 2026
866,2026-04-18,Одяг,4.59,,True,Квітень 2026
867,2026-04-18,Продукти,12.3,,True,Квітень 2026
868,2026-04-18,Продукти,11.64,,True,Квітень 2026
869,2026-04-18,Речі для дому,158.94,Окуляри,False,Квітень 2026
870,2026-04-18,Сигарети,7.0,,True,Квітень 2026
871,2026-04-18,Таксі,3.61,,True,Квітень 2026
872,2026-04-18,Техніка,259.98,Apple trackpad and keyboard,False,Квітень 2026
873,2026-04-19,Іжа на виніс,7.36,,True,Квітень 2026
874,2026-04-19,Алкоголь,8.68,,True,Квітень 2026
875,2026-04-19,Продукти,7.33,,True,Квітень 2026
876,2026-04-19,Сигарети,7.0,,True,Квітень 2026
